id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13906597,JJ340990,2025-07-19T23:51:00.000,001XX W DIVISION ST,0460,BATTERY,SIMPLE,STREET,False,False,1821,018,2,8,08B,1175207,1908349,2025,2025-07-27T15:43:44.000,41.903892302,-87.631858359,"{'latitude': '41.903892302', 'longitude': '-87.631858359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14926,37,310,46,54,14,197,27
13906442,JJ341012,2025-07-19T23:50:00.000,051XX S WOOD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0932,009,16,61,15,1165216,1870621,2025,2025-07-27T15:43:44.000,41.800581435,-87.669628705,"{'latitude': '41.800581435', 'longitude': '-87.669628705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,767,2,37,23,128,16
13906502,JJ341048,2025-07-19T23:50:00.000,096XX S AVENUE N,0460,BATTERY,SIMPLE,APARTMENT,False,False,0432,004,10,52,08B,1201127,1841741,2025,2025-07-27T15:43:44.000,41.720496638,-87.538912056,"{'latitude': '41.720496638', 'longitude': '-87.538912056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,528,47,25,19,247,6
13910912,JJ346301,2025-07-19T23:50:00.000,067XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2432,024,49,1,14,1163806,1944803,2025,2025-07-27T15:43:44.000,42.004172013,-87.672704611,"{'latitude': '42.004172013', 'longitude': '-87.672704611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,242,5,9,11,41,49
13906368,JJ340997,2025-07-19T23:50:00.000,015XX W MORSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2431,024,49,1,08B,1164922,1946157,2025,2025-07-27T15:43:44.000,42.007863713,-87.668560171,"{'latitude': '42.007863713', 'longitude': '-87.668560171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,358,5,9,11,39,49
13906371,JJ341028,2025-07-19T23:50:00.000,004XX N ASHLAND AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1215,012,27,24,06,1165656,1902975,2025,2025-07-27T15:43:44.000,41.889354616,-87.667094618,"{'latitude': '41.889354616', 'longitude': '-87.667094618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21560,25,485,46,49,15,78,27
13906382,JJ340985,2025-07-19T23:36:00.000,008XX N KOLIN AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,1111,011,37,23,08B,1147223,1905228,2025,2025-07-27T15:43:44.000,41.895909877,-87.734730878,"{'latitude': '41.895909877', 'longitude': '-87.734730878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,24,99,45,5,16,68,37
13906614,JJ341034,2025-07-19T23:35:00.000,005XX N LARAMIE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,ALLEY,False,False,1523,015,37,25,26,1141597,1903267,2025,2025-07-27T15:43:44.000,41.890634512,-87.755442743,"{'latitude': '41.890634512', 'longitude': '-87.755442743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,673,45,32,25,84,37
13917352,JJ353623,2025-07-19T23:30:00.000,010XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1211,012,26,24,06,1157541,1906626,2025,2025-07-31T15:42:52.000,41.899542317,-87.696796793,"{'latitude': '41.899542317', 'longitude': '-87.696796793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,543,49,4,15,64,26
13906383,JJ340991,2025-07-19T23:30:00.000,104XX S ABERDEEN ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,SIDEWALK,True,False,2232,022,21,73,24,1170838,1835429,2025,2025-07-27T15:43:44.000,41.703888994,-87.650036028,"{'latitude': '41.703888994', 'longitude': '-87.650036028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,72,595,22,13,9,253,21
13906531,JJ341153,2025-07-19T23:30:00.000,003XX N LOOMIS ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1215,012,27,28,06,1166915,1902139,2025,2025-07-27T15:43:44.000,41.887033653,-87.662495072,"{'latitude': '41.887033653', 'longitude': '-87.662495072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,78,27
13906655,JJ341380,2025-07-19T23:30:00.000,068XX S OGLESBY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0331,003,5,43,14,1192950,1859982,2025,2025-07-27T15:43:44.000,41.770754654,-87.568267784,"{'latitude': '41.770754654', 'longitude': '-87.568267784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,134,33,24,18,262,3
13906481,JJ341035,2025-07-19T23:30:00.000,021XX W NORTH AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1434,014,32,24,06,1161901,1910625,2025,2025-07-27T15:43:44.000,41.910425988,-87.680670775,"{'latitude': '41.910425988', 'longitude': '-87.680670775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21560,25,298,11,1,7,192,32
13906508,JJ340971,2025-07-19T23:24:00.000,052XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,015,29,25,08B,1141503,1897180,2025,2025-07-27T15:43:44.000,41.87393276,-87.755938363,"{'latitude': '41.87393276', 'longitude': '-87.755938363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,68,7,32,25,97,29
13906341,JJ340965,2025-07-19T23:20:00.000,074XX N DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,2424,024,49,1,08B,1161661,1949173,2025,2025-07-27T15:43:44.000,42.016208547,-87.680473462,"{'latitude': '42.016208547', 'longitude': '-87.680473462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,22528,10,52,5,9,11,33,49
13906460,JJ340960,2025-07-19T23:20:00.000,024XX N LAKE SHORE DR NB,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1935,019,43,7,08B,1175293,1916610,2025,2025-07-27T15:43:44.000,41.926558908,-87.631294073,"{'latitude': '41.926558908', 'longitude': '-87.631294073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,4449,68,101,34,16,5,178,43
13906366,JJ340981,2025-07-19T23:20:00.000,012XX S ST LOUIS AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,1021,010,24,29,26,1153232,1894172,2025,2025-07-30T15:42:03.000,41.865453894,-87.71295448,"{'latitude': '41.865453894', 'longitude': '-87.71295448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,772,14,57,21,153,24
28800,JJ340937,2025-07-19T23:18:00.000,022XX E 68TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,0331,003,5,43,01A,1192201,1860314,2025,2025-07-27T15:43:44.000,41.771683937,-87.571002493,"{'latitude': '41.771683937', 'longitude': '-87.571002493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,134,33,24,18,262,3
13906675,JJ341030,2025-07-19T23:17:00.000,030XX W ROSEMONT AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,False,False,2413,024,50,2,04A,1154764,1941638,2025,2025-07-27T15:43:44.000,41.995673744,-87.70605558,"{'latitude': '41.995673744', 'longitude': '-87.70605558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,4450,20,30,27,50,11,52,50
13906488,JJ341072,2025-07-19T23:09:00.000,091XX S GREENWOOD AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True,0413,004,8,47,08A,1185145,1844530,2025,2025-07-27T15:43:44.000,41.72853976,-87.59736201,"{'latitude': '41.72853976', 'longitude': '-87.59736201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,43,472,35,61,19,246,10
13907419,JJ340999,2025-07-19T23:09:00.000,016XX E 67TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,0332,003,5,43,06,1188309,1860884,2025,2025-07-27T15:43:44.000,41.773341845,-87.585250879,"{'latitude': '41.773341845', 'longitude': '-87.585250879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,381,33,24,18,212,3
13906414,JJ341054,2025-07-19T23:07:00.000,072XX S BENNETT AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,STREET,False,False,0324,003,7,43,03,1189958,1857438,2025,2025-07-27T15:43:44.000,41.763846222,-87.579316872,"{'latitude': '41.763846222', 'longitude': '-87.579316872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,452,37,24,18,217,5
13906407,JJ340936,2025-07-19T23:00:00.000,111XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,APARTMENT,False,False,0531,005,9,49,08A,1180893,1831132,2025,2025-07-27T15:43:44.000,41.691872614,-87.61334823,"{'latitude': '41.691872614', 'longitude': '-87.61334823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,253,43,19,10,265,11
13906527,JJ341007,2025-07-19T23:00:00.000,001XX E 60TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0311,003,20,40,08B,1178318,1865263,2025,2025-07-27T15:43:44.000,41.785590911,-87.621742363,"{'latitude': '41.785590911', 'longitude': '-87.621742363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,7,404,4,60,18,251,20
13907160,JJ342014,2025-07-19T23:00:00.000,013XX N MILWAUKEE AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1424,014,1,24,06,1164696,1908993,2025,2025-07-27T15:43:44.000,41.905888849,-87.670449364,"{'latitude': '41.905888849', 'longitude': '-87.670449364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,481,41,4,7,200,1
13906490,JJ341143,2025-07-19T23:00:00.000,072XX S CLAREMONT AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,0832,008,18,66,04A,1161989,1856630,2025,2025-07-27T15:43:44.000,41.762256004,-87.681851936,"{'latitude': '41.762256004', 'longitude': '-87.681851936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,22257,64,333,30,23,13,207,18
13907032,JJ341794,2025-07-19T23:00:00.000,051XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2521,025,31,19,14,1141799,1915475,2025,2025-07-27T15:43:44.000,41.924130902,-87.754398296,"{'latitude': '41.924130902', 'longitude': '-87.754398296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,19,304,44,2,6,188,31
13912977,JJ348887,2025-07-19T23:00:00.000,0000X W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0634,006,21,44,14,1176822,1847277,2025,2025-07-27T15:43:44.000,41.736269116,-87.627768243,"{'latitude': '41.736269116', 'longitude': '-87.627768243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,40,1,13,59,20,242,21
13906475,JJ341005,2025-07-19T23:00:00.000,068XX S EVANS AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0321,003,6,42,06,1182394,1859849,2025,2025-07-27T15:43:44.000,41.770640848,-87.606965671,"{'latitude': '41.770640848', 'longitude': '-87.606965671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,22260,9,348,4,60,18,206,4
13906785,JJ341527,2025-07-19T23:00:00.000,081XX S WENTWORTH AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,False,False,0622,006,6,44,07,1176348,1851122,2025,2025-07-27T15:43:44.000,41.746830926,-87.629389575,"{'latitude': '41.746830926', 'longitude': '-87.629389575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,40,1,13,59,20,236,4
13906715,JJ341485,2025-07-19T23:00:00.000,035XX W 23RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1024,010,22,30,14,1152928,1888486,2025,2025-07-27T15:43:44.000,41.849856874,-87.714220997,"{'latitude': '41.849856874', 'longitude': '-87.714220997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,755,28,57,21,130,22
13906697,JJ341437,2025-07-19T23:00:00.000,089XX S EXCHANGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,0423,004,10,46,07,1197322,1846166,2025,2025-07-27T15:43:44.000,41.732734716,-87.552701548,"{'latitude': '41.732734716', 'longitude': '-87.552701548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,42,175,47,25,19,238,6
13906550,JJ341088,2025-07-19T23:00:00.000,025XX N LARAMIE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,2515,025,31,19,04B,1141286,1916557,2025,2025-07-27T15:43:44.000,41.927109511,-87.756256535,"{'latitude': '41.927109511', 'longitude': '-87.756256535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,19,80,17,2,6,133,31
13906639,JJ341308,2025-07-19T23:00:00.000,058XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0232,002,20,40,07,1178155,1866324,2025,2025-07-27T15:43:44.000,41.7885061,-87.622307822,"{'latitude': '41.7885061', 'longitude': '-87.622307822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,7,403,4,60,24,268,20
13913033,JJ347976,2025-07-19T23:00:00.000,021XX N BINGHAM ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1431,014,1,22,06,1158591,1913738,2025,2025-07-27T15:43:44.000,41.919036771,-87.692745051,"{'latitude': '41.919036771', 'longitude': '-87.692745051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,23,294,41,1,7,184,1
13906660,JJ341329,2025-07-19T23:00:00.000,046XX N ALBANY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1713,017,33,14,07,1154873,1930803,2025,2025-07-27T15:43:44.000,41.965939742,-87.705946552,"{'latitude': '41.965939742', 'longitude': '-87.705946552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21849,14,258,20,20,1,1,33
13906700,JJ341388,2025-07-19T23:00:00.000,024XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1034,010,25,31,07,1160759,1887589,2025,2025-07-27T15:43:44.000,41.847236888,-87.68550482,"{'latitude': '41.847236888', 'longitude': '-87.68550482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,204,26,43,21,159,25
13912811,JJ348837,2025-07-19T22:58:00.000,006XX S STATE ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER (SPECIFY),False,False,0123,001,4,32,11,1176459,1897376,2025,2025-07-28T16:05:18.000,41.873753623,-87.627591013,"{'latitude': '41.873753623', 'longitude': '-87.627591013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,38,12,10,35,22,144,9
13906630,JJ341316,2025-07-19T22:58:00.000,037XX N CLARK ST,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False,1923,019,44,6,06,1167885,1924871,2025,2025-07-27T15:43:44.000,41.949390691,-87.658275881,"{'latitude': '41.949390691', 'longitude': '-87.658275881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,21186,57,691,25,53,5,12,44
13906439,JJ341091,2025-07-19T22:57:00.000,059XX S MORGAN ST,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,0712,007,16,68,06,1170659,1865532,2025,2025-07-27T15:43:44.000,41.786499587,-87.649815884,"{'latitude': '41.786499587', 'longitude': '-87.649815884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21559,66,22,2,11,17,261,16
13906724,JJ341468,2025-07-19T22:36:00.000,113XX S AVENUE N,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,0433,004,10,52,07,1201234,1830416,2025,2025-07-27T15:43:44.000,41.689417162,-87.538902809,"{'latitude': '41.689417162', 'longitude': '-87.538902809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,603,47,25,19,259,6
13907438,JJ342138,2025-07-19T22:35:00.000,059XX W OHIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1511,015,29,25,08B,1136716,1903374,2025,2025-07-27T15:43:44.000,41.891016942,-87.773365858,"{'latitude': '41.891016942', 'longitude': '-87.773365858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,672,7,32,25,70,29
13906398,JJ341000,2025-07-19T22:35:00.000,104XX S ABERDEEN ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,2232,022,21,73,24,1170838,1835429,2025,2025-07-27T15:43:44.000,41.703888994,-87.650036028,"{'latitude': '41.703888994', 'longitude': '-87.650036028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,72,595,22,13,9,253,21
13906568,JJ341029,2025-07-19T22:31:00.000,006XX N WABASH AVE,0810,THEFT,OVER $500,CASINO/GAMBLING ESTABLISHMENT,False,False,1834,018,42,8,06,1176631,1904280,2025,2025-07-27T15:43:44.000,41.892694698,-87.626750816,"{'latitude': '41.892694698', 'longitude': '-87.626750816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,626,36,6,14,74,42
13909965,JJ345244,2025-07-19T22:30:00.000,008XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,1213,012,27,24,08B,1168732,1905582,2025,2025-07-27T15:43:44.000,41.896442307,-87.655722728,"{'latitude': '41.896442307', 'longitude': '-87.655722728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,22620,25,109,46,49,15,60,27
13906631,JJ341323,2025-07-19T22:30:00.000,028XX W 59TH ST,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,0824,008,15,63,06,1158290,1865394,2025,2025-07-27T15:43:44.000,41.786381776,-87.695171011,"{'latitude': '41.786381776', 'longitude': '-87.695171011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,61,764,2,58,13,269,15
13907220,JJ341635,2025-07-19T22:30:00.000,009XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1213,012,27,24,14,1169716,1905545,2025,2025-07-27T15:43:44.000,41.896319394,-87.652109777,"{'latitude': '41.896319394', 'longitude': '-87.652109777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,22620,25,109,46,49,15,60,27
13906445,JJ340948,2025-07-19T22:30:00.000,067XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0724,007,17,67,14,1168486,1860154,2025,2025-07-27T15:43:44.000,41.771788821,-87.657938093,"{'latitude': '41.771788821', 'longitude': '-87.657938093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,21,31,23,17,203,17
13906372,JJ340973,2025-07-19T22:30:00.000,028XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0133,001,4,35,07,1179375,1886199,2025,2025-07-27T15:43:44.000,41.843016958,-87.61722727,"{'latitude': '41.843016958', 'longitude': '-87.61722727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21194,1,560,10,40,22,163,9
13907587,JJ342356,2025-07-19T22:30:00.000,075XX S STEWART AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,0623,006,6,69,07,1174929,1855022,2025,2025-07-27T15:43:44.000,41.757564743,-87.634473052,"{'latitude': '41.757564743', 'longitude': '-87.634473052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,67,495,32,59,20,229,4
13906423,JJ340945,2025-07-19T22:30:00.000,122XX S HARVARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0523,005,9,53,08B,1176162,1823809,2025,2025-07-27T15:43:44.000,41.671884383,-87.630887549,"{'latitude': '41.671884383', 'longitude': '-87.630887549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,50,60,22,19,10,218,11
13906321,JJ340924,2025-07-19T22:26:00.000,003XX N KARLOV AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1114,011,28,26,18,1149007,1901592,2025,2025-07-27T15:43:44.000,41.885897961,-87.728272736,"{'latitude': '41.885897961', 'longitude': '-87.728272736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,659,23,30,16,83,28
13906438,JJ340946,2025-07-19T22:26:00.000,008XX N MAYFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1511,015,29,25,06,1136985,1905190,2025,2025-07-27T15:43:44.000,41.895995456,-87.772334331,"{'latitude': '41.895995456', 'longitude': '-87.772334331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,4299,26,671,7,5,25,70,29
13906428,JJ341063,2025-07-19T22:25:00.000,054XX N CUMBERLAND AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1614,016,41,76,08B,1119317,1935156,2025,2025-07-27T15:43:44.000,41.97852489,-87.836589041,"{'latitude': '41.97852489', 'longitude': '-87.836589041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34,4448,36,735,29,31,12,44,41
13906479,JJ341123,2025-07-19T22:23:00.000,029XX W FULLERTON AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1414,014,1,22,06,1156306,1915812,2025,2025-07-27T15:43:44.000,41.924774519,-87.701084241,"{'latitude': '41.924774519', 'longitude': '-87.701084241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,548,41,1,7,182,1
13906326,JJ340920,2025-07-19T22:17:00.000,035XX N CLARK ST,0460,BATTERY,SIMPLE,FOREST PRESERVE,False,False,1924,019,44,6,08B,1168480,1923896,2025,2025-07-27T15:43:44.000,41.94670237,-87.656117076,"{'latitude': '41.94670237', 'longitude': '-87.656117076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,211,25,22,5,28,44
13906333,JJ340915,2025-07-19T22:16:00.000,042XX W MAYPOLE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1114,011,28,26,15,1148034,1901115,2025,2025-07-27T15:43:44.000,41.88460779,-87.73185811,"{'latitude': '41.88460779', 'longitude': '-87.73185811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,619,23,30,16,83,28
13906339,JJ340923,2025-07-19T22:10:00.000,063XX N CAMPBELL AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2413,024,50,2,08B,1158501,1942073,2025,2025-07-27T15:43:44.000,41.99679146,-87.692296948,"{'latitude': '41.99679146', 'longitude': '-87.692296948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,4450,20,31,27,50,11,52,50
13906381,JJ340958,2025-07-19T22:03:00.000,016XX N PULASKI RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2535,025,26,23,06,1149466,1910591,2025,2025-07-27T15:43:44.000,41.91058325,-87.726353375,"{'latitude': '41.91058325', 'longitude': '-87.726353375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22615,24,285,49,2,6,194,26
13906997,JJ341877,2025-07-19T22:00:00.000,039XX W 78TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0833,008,18,70,07,1151347,1852586,2025,2025-07-27T15:43:44.000,41.751373141,-87.720962224,"{'latitude': '41.751373141', 'longitude': '-87.720962224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,4300,69,571,30,8,13,209,18
13907424,JJ342220,2025-07-19T22:00:00.000,076XX S COLFAX AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,0421,004,7,43,02,1194847,1854907,2025,2025-07-27T15:43:44.000,41.756781972,-87.561481174,"{'latitude': '41.756781972', 'longitude': '-87.561481174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,245,37,24,19,225,5
13907673,JJ341554,2025-07-19T22:00:00.000,032XX W DIVERSEY AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,False,False,1412,014,35,22,11,1154478,1918443,2025,2025-07-27T15:43:44.000,41.93203098,-87.707730613,"{'latitude': '41.93203098', 'longitude': '-87.707730613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,55,12,1,7,168,35
13908769,JJ343813,2025-07-19T22:00:00.000,066XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0832,008,16,66,06,1160518,1860503,2025,2025-07-27T15:43:44.000,41.772914523,-87.687136735,"{'latitude': '41.772914523', 'longitude': '-87.687136735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,382,31,58,13,207,16
13906596,JJ341227,2025-07-19T22:00:00.000,017XX N CLYBOURN AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1813,018,2,7,08B,1169581,1911624,2025,2025-07-27T15:43:44.000,41.913003475,-87.652428381,"{'latitude': '41.913003475', 'longitude': '-87.652428381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21190,68,168,11,16,14,189,43
